station_id	Station Code	Station name	latitude	longitude	altitude	NVE Vatn nr	NVE Vassdrag nr	Kommune	Fylke Nr	Fylke	Region	Region_2	Region_3	Region 4	lake_area_km2	basin_area_km2	lake_catchm_%	mar_limit	min_elev	mean_elev	max_elev	developed	agriculture	forest	natural_not_forest	peat	glacier	freshwater	sea	nodata	sum	year	resa_id	Uke_19	sample_date_19	Dyp	Uke_95	sample_date_95	LakeTemp_19	2019_ALK	2019_Al/Il	2019_Al/R	2019_Al	2019_Ca	2019_Cl	2019_DOC C	2019_F	2019_Fe	2019_KOND	2019_K	2019_Mg	2019_Mn	2019_NH4-N	2019_NO3-N	2019_Na	2019_PO4-P	2019_SO4	2019_*SO4	2019_SiO2	2019_TOC	2019_CNDOM	2019_CNDOMcorr	2019_TOTN	2019_TON	2019_TONcorr	2019_TOTP	2019_Temp_oC	2019_pH	2019_H	2019_LAL	2019_ALKE	2019_ANC	2019_ANCorg	comment_station	1995_ALK	1995_Al/Il	1995_IlAl_DOM	1995_Al/R	1995_Ca	1995_Cl	1995_F	1995_Fe	1995_KOND	1995_K	1995_Mg	1995_Mn	1995_NH4-N	1995_NO3-N	1995_Na	1995_SO4	1995_*SO4	1995_SiO2	1995_TOC	1995_CNDOM	1995_CNDOMcorr	1995_TOTN	1995_TON	1995_TONcorr	1995_TOTP	1995_pH	1995_H	1995_LAL	1995_ALKE	1995_ANC	1995_ANCorg
3443	1135-2-13	S?re Dyrskardsvatnet	59.827	6.599	1154	23382	048.F4	Sauda kommune	11	Rogaland	6	West (6+7)	West (6+7)	4-West	0.22351705	1.551	14.41115732	Above	1154.073853	1200.157834	1332.596802	0	0	0	81.13669679	0	0	18.86331499	0	0	100.0000118	2019	3443	39	09.24.2019	23.7	44	11.03.1995	8.7	0.043	5	5	12	0.3	0.62	0.34	2	2.1	0.56	0.069	0.076	1.5	3	47	0.55	1	0.39	0.280982685	0.27	0.36	12.85714286	11.61290323	78	28	31	1		5.67	2.13796209	0	13.58114704	18.16082108	16.93682108		0.03	10	50	21	0.2	1	40		0.93	0.08	0.1	3.4	0	102	0.61	0.8	0.586225454	0.2	0.2	7.692307692	7.692307692	128	26	26	2	5.19	6.45654229	11	0	-5.359097022	-6.039097022
3444	1135-3-3	F?rstadvatnet	59.706	6.562	617	2022	037.BC	Sauda kommune	11	Rogaland	6	West (6+7)	West (6+7)	4-West	1.492952729	75.0699	1.988750123	Above	611.6834106	1079.508629	1563.074219	0	0	2.803198892	81.79113011	0	0	15.40567098	0	0	99.99999998	2019	3444	42	10.14.2019	61	38	09.20.1995	9.2	0.055	9	14	31	0.67	0.98	0.79	11	7.5	0.81	0.11	0.13	4.9	11	61	0.75	1	0.43	0.299058566	0.55	0.92	19.16666667	15.59322034	120	48	59	2		6.09	0.812830516	5	26.5249311	39.39831258	36.27031258		0.032	10	38.46153846	42	0.36	1.5	40	17.6	1.07	0.11	0.13	14.3	0	170	0.91	1	0.723721018	0.4	0.26	13	13	190	20	20	1	5.42	3.801893963	32	0.808566274	-4.212642167	-5.096642167
3445	1146-1-5	Bongsatj?rna	59.421	5.438	25	22704	039.3B	Tysvër kommune	11	Rogaland	6	West (6+7)	West (6+7)	4-West	0.047160888	0.1885	25.01903875	Below	24.98286819	32.75884242	45.35910797	21.8008305	0	16.95197335	32.9982223	0	0	28.248973	0	0	99.99999915	2019	3445	42	10.18.2019	2.3	44	10.31.1995	10.4	0.175	24	37	98	4.83	10.9	3.8	39	140	7.86	1.57	0.99	8.4	36	185	8.1	3	8	5.829635663	1.94	4	20.10050251	17.0212766	420	199	235	8		6.84	0.144543977	13	151.1358331	230.2733364	216.6733364		0.143	10	40	23	5.24	13.8	40	206.7	10.3	2.33	1.83	12	35	495	9.36	14.6	10.85989678	0.38	0.25	1.351351351	1.136363636	715	185	220	5	6.93	0.117489755	13	118.2182844	152.6656536	151.8156536
3446	1146-1-26	Lauvskardvatnet	59.36	5.726	301	22827	39.2	Tysvër kommune	11	Rogaland	6	West (6+7)	West (6+7)	4-West	0.073732289	0.6505	11.33471003	Above	299.9385376	337.6733282	408.7258301	0	0	81.2777547	7.173658308	0	0	11.54858627	0	0	99.99999927	2019	3446	42	10.14.2019	10	44	10.31.1995	9.1	0.099	33	47	95	2.02	5.97	4	20	40	3.42	0.3	0.46	7	13	72	3.71	1	1.26	0.76401623	1.28	3.7	32.17391304	28.90625	200	115	128	3		6.58	0.263026799	14	72.70349869	108.838969	96.258969		0.074	63	18	64	1.98	7.8	50	38.5	4.32	0.42	0.58	52.7	35	67	4.79	3.4	2.362794824	1.5	3.5	24.47552448	19.66292135	245	143	178	3	6.64	0.229086765	1	46.60644724	72.51114754	60.61114754
3447	1146-2-6	èdnavatnet	59.36324898	5.43438775	51	22797	39.71	Tysvër kommune	11	Rogaland	6	West (6+7)	West (6+7)	4-West	0.228676548	1.1535	19.82458156	Above	51.37406158	72.00963372	130.1637115	0	0	1.195102012	71.95802956	4.105913457	0	22.74095503	0	0	100.0000001	2019	3447	42	10.14.2019	15	44	10.31.1995	10.7	0.051	34	67	120	0.51	8.47	3.9	18	110	3.84	0.24	0.61	17	33	39	5.11	2	1.36	0.751216814	0.5	4.2	18.42105263	16.09195402	300	228	261	3		5.72	1.905460718	33	22.24533485	36.37090135	22.09090135		0.024	32	12.8	106	0.64	12	40	142.1	5.74	0.46	0.85	13.6	14	73	6.79	3.8	2.521807714	0.43	2.5	16.89189189	15.43209877	235	148	162	2	5.03	9.332543008	74	0	-12.85672651	-21.35672651
3448	1146-2-19	Nordre Vadvatnet	59.316	5.444	26	22880	39.52	Tysvër kommune	11	Rogaland	6	West (6+7)	West (6+7)	4-West	0.127061066	0.9539	13.32016631	Below	24.84512329	44.18154091	101.4141541	0	12.07582505	43.67822405	15.5114793	9.912473298	0	18.82199864	0	0	100.0000003	2019	3448	42	10.14.2019	8	44	10.31.1995	11.1	0.226	5	18	43	6.19	24.6	4.5	71	58	12.2	1.21	1.07	14	8	40	14.5	1	6.02	3.792493918	0.44	4.5	18.59504132	18	290	242	250	5		7.08	0.083176377	13	203.4070101	237.0096155	221.7096155		0.032	96	13.52112676	129	2.21	18	60	205.7	8.58	0.86	1.34	51.7	14	62	10.1	6.2	4.171754479	1.3	7.1	22.25705329	21.32132132	395	319	333	5	5.15	7.079457844	33	0.808566274	41.5689517	17.4289517
3449	1146-2-22	GÜsavatnet	59.379	5.577	21	22763	039.4B	Tysvër kommune	11	Rogaland	6	West (6+7)	West (6+7)	4-West	0.263687125	2.0844	12.65050496	Below	20.66718292	81.19256741	215.289917	0	0	83.02793526	0	1.353000563	0	15.61906457	0	0	100.0000004	2019	3449	42	10.14.2019	30	44	10.31.1995	10.3	0.034	75	140	270	0.54	7.79	9.8	18	270	3.98	0.19	0.52	31	20	74	4.61	1	1.05	0.534655586	1.15	9.7	37.890625	35.14492754	350	256	276	4		4.95	11.22018454	65	3.400778897	29.64630987	-3.33369013		0.01	120	15.78947368	187	0.67	10.9	40		5.78	0.36	0.74		17	119	6.32	3.4	2.250440906	1.2	7.6	29.92125984	28.04428044	390	254	271	3	4.65	22.38721139	67	0	-7.122199025	-32.96219903
3450	1149-1-6	Steinsvatnet	59.304	5.358	26	22892	39.72	Karm?y kommune	11	Rogaland	6	West (6+7)	West (6+7)	4-West	0.059833851	0.297	20.1460778	Below	25.45347023	40.65336174	75.95042419	0	2.232951682	0	70.75096544	5.897675547	0	21.11840834	0	0	100.000001	2019	3450	42	10.14.2019	7	44	10.31.1995	11.4	0.173	5	15	40	3.73	10.4	4.4	61	50	5.95	0.62	0.85	8.3	9	16	6.22	1	2.19	1.327078667	0.55	4.4	17.25490196	16.66666667	280	255	264	6		7	0.1	10	149.0816979	202.9999157	188.0399157		0.128	23	5.609756098	21	4.07	16.3	90	131.2	8.91	1.08	1.29	7.6	17	67	8.1	6.9	4.778027989	0.43	4.1	17.74891775	16.53225806	315	231	248	5	6.93	0.117489755	0	102.7426542	82.13992892	68.19992892
3451	1149-2-26	Heiavatnet	59.272	5.228	25	22913	40.2	Karm?y kommune	11	Rogaland	6	West (6+7)	West (6+7)	4-West	0.139293551	0.5783	24.08672853	Below	25.91316414	33.0758284	71.53438568	4.580958551	27.96780074	7.862217989	30.40814641	4.489240509	0	24.69163878	0	0	100.000003	2019	3451	42	10.18.2019	1.3	44	10.31.1995	10.7	0.406	5	7	25	8.33	19.5	5.6	44	82	12	1.57	1.83	4.9	12	97	11.9	3	4.12	2.498971182	0.43	5.9	13.68909513	13.31828442	540	431	443	15		7.28	0.052480746	2	386.8997244	482.0764595	462.0164595		0.187	13	2.452830189	12	5.45	28	60	44.6	13.8	1.68	2.37	29.6	7	245	14.1	7.7	4.976451213	0.43	5.3	14.80446927	14.52054795	610	358	365	10	7.16	0.069183097	0	163.453006	156.0652771	138.0452771
3452	1154-3-9	Gjerdesdalsvatnet	59.50483565	5.77354225	28	2035	038.4B	Vindafjord kommune	11	Rogaland	6	West (6+7)	West (6+7)	4-West	1.720494693	14.8396	11.59394251	Below	28.17500305	300.2535917	735.1791992	0	14.63439587	38.71123974	33.04543627	1.454081022	0	12.15484695	0	0	99.99999985	2019	3452	42	10.14.2019	53	44	10.31.1995	10.6	0.079	5	10	23	1.77	6.31	1.1	12	17	3.61	0.29	0.69	14	16	315	3.75	2	1.8	1.171859883	0.51	1.4	20.28985507	16.47058824	400	69	85	5		6.46	0.34673685	5	51.8475587	78.80573839	74.04573839		0.066	11	10	12	1.73	7.1	40	30.7	3.98	0.41	0.73	15.4	24	275	3.57	3.3	2.310356481	0.5	1.1	12.79069767	10	385	86	110	6	6.48	0.331131121	1	38.18888775	25.25085478	21.51085478
3453	1154-3-16	Fjellgardsvatnet	59.5648292	6.02989187	157	2034	038.C	Vindafjord kommune	11	Rogaland	6	West (6+7)	West (6+7)	4-West	2.208936285	67.6278	3.26631398	Above	157.2284851	609.8906308	1186.52002	0	1.292064283	22.71972695	63.41527431	2.171047292	0	10.40188738	0	0	100.0000002	2019	3453	42	10.14.2019	103	44	10.31.1995	10.1	0.058	14	24	48	0.78	2.66	1.2	5	16	1.64	0.14	0.31	6.5	8	83	1.68	1	0.88	0.588308609	0.76	1.4	28.57142857	24.56140351	140	49	57	2		6.19	0.645654229	10	29.7192081	42.37141417	37.61141417		0.038	21	17.5	35	0.65	3.3	40	31.4	2	0.19	0.33	14.8	16	119	1.97	1.9	1.358760495	0.74	1.2	24	18.18181818	185	50	66	2	5.7	1.995262315	14	8.034265095	10.13385798	6.05385798
3454	1201-1-36	Storavatnet	60.232	5.3	16	26930	56.21	Bergen kommune	12	Hordaland	7	West (6+7)	West (6+7)	4-West	0.074290964	0.6297	11.79783449	Below	14.36169815	60.86410692	190.5007324	10.19047825	12.56365038	60.65232188	3.625439441	0.799511848	0	12.1685884	0	0	99.99999019	2019	3454	42	10.17.2019	12	44	10.31.1995	10.8	0.13	55	64	160	2.94	15.7	5.8	38	170	7.52	0.58	0.83	41	2	112	9.93	3	2.06	1.033838556	1.52	6.2	25.20325203	25	360	246	248	10		6.69	0.204173794	9	104.8081116	168.1332406	147.0532406		0.068	73	15.53191489	78	1.85	14.8	50	98.8	6.89	0.76	0.87	26.6	23	200	8.59	3.9	2.498135338	1.2	4.7	28.14371257	24.73684211	390	167	190	16	6.18	0.660693448	5	40.29747385	45.64640094	29.66640094
3455	1201-1-45	Stemmevatnet	60.443	5.444	154	26625	061.1B	Bergen kommune	12	Hordaland	7	West (6+7)	West (6+7)	4-West	0.067428829	0.4418	15.2622971	Above	151.6856995	179.8348093	250.6475067	0	0	83.81656868	0	0	0	16.18342918	0	0	99.99999786	2019	3455	42	10.17.2019	2	44	10.31.1995	9.4	0.057	34	42	89	0.67	5.17	1.9	3	51	2.49	0.086	0.42	0.83	21	16	3.39	2	0.81	0.442872172	0.58	2.1	15.78947368	13.63636364	170	133	154	2		6.08	0.831763771	8	28.65573746	55.2949373	48.1549373		0.03	37	20.55555556	33	0.35	4.9	40		2.53	0.15	0.35	1.8	10	60	2.9	1.9	1.300771376	0.76	1.8	22.78481013	20.2247191	149	79	89	1	5.23	5.888436554	0	0	-5.112415202	-11.2324152
3456	1211-1-11	Vierdalsvatnet (SkÜlnesv.)	59.814	6.295	830	23395	42.23	Etne kommune	12	Hordaland	6	West (6+7)	West (6+7)	4-West	0.045921992	0.822	5.586617074	Above	830.18927	915.3402676	1055.890015	0	0	0	94.1263789	0	0	5.873624298	0	0	100.0000032	2019	3456	42	10.14.2019	10.2	44	11.03.1995	5.8	0.07	9	17	30	1.19	1.86	0.52	36	6.9	1.33	0.063	0.18	0.94	4	14	1.11	1	0.6	0.39943914	0.71	0.78	21.66666667	19.5	54	36	40	1		6.42	0.380189396	8	42.40311559	58.40883968	55.75683968		0.045	17	28.81355932	25	0.75	2.2	40		1.33	0.1	0.17	1.8	0	68	1.14	1.1	0.77615936	0.57	0.59	17.35294118	17.35294118	102	34	34	1	5.98	1.047128548	8	15.76474827	13.7402183	11.7342183
3457	1211-1-26	HOH 914	59.82912787	6.49152186	911	23377	042.3Z	Etne kommune	12	Hordaland	6	West (6+7)	West (6+7)	4-West	0.019342226	2.8689	0.674203563	Above	911.1213989	1063.814493	1404.980713	0	0	0	94.11415122	0	0	5.885848752	0	0	99.99999997	2019	3457	40	10.03.2019	5.5	44	11.03.1995	3.3	0.045	5	9	16	0.35	1.59	0.34	5	8.2	0.88	0.044	0.11	2.3	3	1	0.97	1	0.29	0.1680182	0.15	0.54	11.02040816	10.38461538	53	49	52	2		5.71	1.9498446	4	15.76474827	19.08537891	17.24937891		0.026	10	27.77777778	38	0.19	1.5	40		1.21	0.06	0.13	3.8	0	119	0.82	0.8	0.568103855	0.37	0.36	15	15	143	24	24	1	5.03	9.332543008	28	0	-10.08487293	-11.30887293
3458	1216-2-12	Krossvikevatnet	59.54	5.428	37	22519	041.1B	Sveio kommune	12	Hordaland	6	West (6+7)	West (6+7)	4-West	0.141251027	1.5501	9.112381564	Below	35.71453094	52.82913199	108.0912857	0	1.160665389	45.47330086	32.93134652	7.027123896	0	13.40756417	0	0	100.0000008	2019	3458	42	10.18.2019	7	44	10.31.1995	10	0.097	45	46	120	1.82	10.9	6.6	12	150	5.1	0.31	0.68	6.9	13	18	6.84	2	1.34	0.647584124	0.72	6.8	24.37275986	23.28767123	310	279	292	4		6.4	0.398107171	1	70.62421921	116.4800342	93.3600342		0.068	66	11.78571429	61	2.12	12.3	40	114.5	5.92	0.66	0.88	6.7	0	71	6.81	3.8	2.510934754	0.91	5.6	21.62162162	21.62162162	330	259	259	3	6.1	0.794328235	0	40.29747385	60.12956752	41.08956752
3459	1216-2-13	Mannavatnet	59.545	5.372	30	22511	041.1B	Sveio kommune	12	Hordaland	6	West (6+7)	West (6+7)	4-West	0.192497216	0.994	19.3659171	Below	28.30099106	39.52838594	94.80815125	5.000899819	36.68597002	8.761412388	21.09489581	7.898714062	0	20.55810778	0	0	99.99999988	2019	3459	42	10.18.2019	7	44	10.31.1995	10.2	0.313	5	13	44	7.41	12.6	6.7	51	110	9.52	1.28	1.11	32	3	58	8.57	5	5.94	4.165165442	0.97	6.6	17.41424802	17.27748691	440	379	382	13		7.12	0.075857758	8	292.236638	383.5596109	361.1196109		0.257	19	3.220338983	17	6.6	13.2	60	95.9	9.24	1.77	1.32	11.2	47	220	7.2	7.3	5.201616234	0.76	5.9	16.25344353	14.3902439	630	363	410	19	6.87	0.134896288	0	235.0986095	259.6946945	239.6346945
3460	1216-3-5	Vigdarvatnet	59.497	5.371	10	1476	041.1B	Sveio kommune	12	Hordaland	6	West (6+7)	West (6+7)	4-West	7.361228156	90.0399	8.175517915	Below	6.905189991	56.24105313	311.8253479	0.8485897	15.3507207	21.20247028	36.13336376	9.355534382	0	17.10932113	0	0	99.99999996	2019	3460	42	10.18.2019	64	44	10.31.1995	11	0.118	29	29	66	2.54	11.4	4.2	25	31	5.93	0.69	0.81	2.2	7	146	7.08	2	2.35	1.415329199	0.55	4.4	20.2764977	19.64285714	370	217	224	6		6.53	0.295120923	0	92.40467338	138.5638637	123.6038637		0.086	19	6.785714286	23	2.58	12.7	40	37.9	6.53	0.83	0.98	5	0	215	6.73	4.6	3.118906128	0.49	2.8	14.73684211	14.73684211	405	190	190	4	6.58	0.263026799	4	59.16466058	53.96065167	44.44065167
3461	1216-3-11	Storavatnet	59.604	5.346	12	22378	39.9	Sveio kommune	12	Hordaland	6	West (6+7)	West (6+7)	4-West	0.987345924	14.8321	6.656818144	Below	15.16676998	62.22156674	268.5747681	0	17.34196391	37.35946251	25.80221458	6.136210019	0	13.36014887	0	0	99.99999989	2019	3461	42	10.18.2019	33	44	10.31.1995	11	0.127	21	30	79	2.75	12.1	5.3	21	71	6.31	0.76	0.96	4.3	9	146	7.28	2	2.53	1.530014407	0.76	5.4	22.9787234	22.13114754	390	235	244	6		6.77	0.169824365	9	101.7096709	148.5221982	130.1621982		0.086	21	5.833333333	23	2.55	13.7	40	91	7.07	1.06	1.16	16.3	0	235	7.41	4.9	3.316088674	0.67	3.6	15.65217391	15.65217391	465	230	230	7	6.49	0.323593657	2	59.16466058	66.85040409	54.61040409
3462	1219-1-2	Grindavatnet	59.787	5.191		22242	43	B?mlo kommune	12	Hordaland	6	West (6+7)	West (6+7)	4-West	0.042909999	1.875	2.288533278	Below	18.98533249	48.35246	146.9330139	0.305688299	10.43051879	51.52943128	27.53858942	5.193293016	0	5.002478446	0	0	99.99999924	2019	3462	42	10.18.2019	1	44	10.31.1995	9.5	0.098	58	64	340	2.28	14.2	6.8	2	860	6.66	0.79	1.11	130	2	42	8.07	3	2.4	1.352752532	1.73	7.1	21.7791411	21.64634146	370	326	328	9		6.35	0.446683592	6	71.66400821	122.9316386	98.7916386		0.052	89	14.35483871	101	1.77	15.2	40	114.7	7.29	0.61	1.16	9.2	0	89	8.85	5.3	3.572958202	1.7	6.2	21.67832168	21.67832168	375	286	286	5	5.71	1.9498446	12	23.3177468	38.83510811	17.75510811
3463	1219-1-22	Stemmevatnet	59.68178266	5.19680791		22310	43	B?mlo kommune	12	Hordaland	6	West (6+7)	West (6+7)	4-West	0.023836133	0.2191	10.87911146	Below	37.99997711	54.98425733	97.19313049	0	0	89.0492253	0	0	0	10.95077421	0	0	99.99999951	2019	3463	42	10.18.2019	10	44	10.31.1995	9.1	0.207	40	44	150	4.61	18.7	9.7	12	200	9.39	0.33	1.35	62	11	31	11.3	2	2.11	0.964013249	1.35	9.7	33.68055556	32.44147157	330	288	299	4		7.03	0.09332543	4	183.9555378	268.20132	235.22132		0.172	68	7.391304348	68	4.37	20.1	40	228.3	10.2	0.48	1.54	17.1	0	60	11.4	4.9	3.084132199	1.2	9.2	29.20634921	29.20634921	375	315	315	4	6.77	0.169824365	0	148.0544867	179.6066932	148.3266932
3464	1219-1-29	Eriksvatnet	59.662	5.167	32	22327	43	B?mlo kommune	12	Hordaland	6	West (6+7)	West (6+7)	4-West	0.084703962	1.5315	5.530784304	Below	29.17259216	58.54742083	104.8360901	0	3.354148512	18.84129485	63.96337114	1.073150299	0	12.76803529	0	0	100.0000001	2019	3464	42	10.18.2019	8	44	10.31.1995	10.7	0.585	8	24	56	12.5	21.3	6.3	15	76	14.8	0.46	1.53	21	2	89	12.7	2	4.24	2.527103721	1.13	6.5	23.29749104	23.1316726	370	279	281	4		7.53	0.029512092	16	568.5967982	618.4711479	596.3711479		0.413	15	3	19	8.78	23.2	40	143.8	13.4	0.69	1.63	14.6	0	155	12	5.9	3.749864098	0.82	5	18.51851852	18.51851852	425	270	270	7	7.46	0.034673685	4	394.0160343	323.4917814	306.4917814
3465	1223-1-40	?vre Vermedalsvatn	59.97748149	5.55817097	70	21989	54.62	Tysnes kommune	12	Hordaland	7	West (6+7)	West (6+7)	4-West	0.06003138	3.4095	1.760709207	Above	69.53739929	257.0022584	509.7250061	0	2.920584896	73.32193465	16.9468492	4.782706835	0	2.027924312	0	0	99.9999999	2019	3465	42	10.18.2019	40	44	10.31.1995	8.8	0.071	45	54	110	1.26	7.31	3.8	11	130	3.64	0.26	0.6	7.4	4	124	4.46	2	1.1	0.590956613	2.37	4	24.69135802	24.09638554	290	162	166	6		6.08	0.831763771	9	43.45490449	75.21007331	61.61007331		0.053	66	16.09756098	73	1.18	6.4	40	108.2	3.54	0.36	0.56	9	0	115	3.69	2.7	1.868875231	2.1	4.1	28.27586207	28.27586207	260	145	145	5	5.92	1.202264435	7	24.38840466	29.70628493	15.76628493
3466	1223-2-37	Skartveitvatnet	59.976	5.597	125	21990	54.5	Tysnes kommune	12	Hordaland	7	West (6+7)	West (6+7)	4-West	0.09162416	15.4079	0.594657025	Above	126.5029068	377.283757	736.494812	0	3.74829815	50.45796333	30.84817873	8.478717016	0	6.466842256	0	0	99.99999948	2019	3466	42	10.18.2019	19.5	44	10.31.1995	9	0.066	43	52	120	0.96	5.05	3.8	8	100	2.64	0.17	0.46	7	4	36	3.23	2	0.9	0.517249079	1.45	3.9	27.85714286	27.08333333	180	140	144	4		6.05	0.891250938	9	38.18888775	67.11586175	53.85586175		0.038	59	16.38888889	65	0.73	5.3	40	82	2.91	0.28	0.48	10.3	0	60	3.28	2.2	1.519699841	1.4	3.6	24	24	210	150	150	6	5.44	3.630780548	6	8.034265095	26.15521167	13.91521167
3467	1224-1-31	Hammarsvatnet	60.127	6.197	549	27014	46.51	Kvinnherad kommune	12	Hordaland	6	West (6+7)	West (6+7)	4-West	0.036687707	0.2152	17.04819091	Above	544.6379395	567.8630925	633.5982056	0	0	12.04322673	68.00648829	0	0	19.95028517	0	0	100.0000002	2019	3467	42	10.17.2019	2.7	44	10.31.1995	7.5	0.116	11	15	56	2.38	2.94	3.8	8	89	2.33	0.14	0.26	5.9	10	14	1.91	3	0.51	0.290268761	0.51	3.6	23.07692308	21.68674699	180	156	166	4		6.73	0.186208714	4	90.33476793	132.9754285	120.7354285		0.092	23	5.476190476	25	1.89	3.7	40	82.2	2.5	0.28	0.32	4.3	0	46	2.16	1.3	0.877411725	0.48	4.2	26.41509434	26.41509434	205	159	159	3	6.52	0.301995172	2	65.42054642	87.03086885	72.75086885
3468	1224-2-14	HOH 1051	59.945	6.181	1051	22030	4.20E+22	Kvinnherad kommune	12	Hordaland	6	West (6+7)	West (6+7)	4-West	0.145601929	0.5758	25.28689286	Above	1050.740723	1078.032303	1209.640991	0	0	0	73.20905839	0	0	26.79094162	0	0	100	2019	3468	39	09.24.2019	44.9	44	11.03.1995	6.7	0.042	5	5	13	0.17	1.37	0.1	3	4.8	0.86	0.045	0.13	0.85	4	54	0.95	1	0.31	0.19155342	0.16	0.26	8.965517241	7.878787879	87	29	33	1		5.44	3.630780548	0	12.4832874	12.98227127	12.09827127		0.024	10	50	19	0.18	1.9	40	39.6	1.43	0.08	0.17	2.2	0	132	1.14	0.8	0.553606575	0.16	0.2	8.695652174	8.695652174	155	23	23	1	4.97	10.71519305	9	0	-5.073850419	-5.753850419
3469	1224-2-25	Mannsvatnet	59.922	5.94	566	22049	045.2Z	Kvinnherad kommune	12	Hordaland	6	West (6+7)	West (6+7)	4-West	0.589612876	5.4114	10.89575481	Above	564.4077759	673.4930702	930.7987671	0	0	0	84.34411895	1.99262611	0	13.66325488	0	0	99.99999994	2019	3469	42	10.18.2019	7.5	44	11.03.1995	7.2	0.057	26	33	72	0.46	2.32	1.8	6	18	1.35	0.091	0.23	2.5	4	28	1.68	1	0.48	0.28939697	0.72	1.9	29.23076923	27.53623188	97	65	69	4		5.95	1.122018454	7	28.65573746	40.12785814	33.66785814		0.035	28	18.66666667	38	0.37	2.4	40	30.8	1.48	0.16	0.22	5.7	0	40	1.55	1.2	0.846719302	0.6	1.5	21.12676056	21.12676056	111	71	71	2	5.48	3.311311215	10	4.591165144	12.53483507	7.43483507
3470	1224-2-26	Sandvatna	59.865	6.138	798	1482	042.C1B	Kvinnherad kommune	12	Hordaland	6	West (6+7)	West (6+7)	4-West	0.255106179	4.6542	5.481203616	Above	797.3441772	940.1292596	1166.89502	0	0	0	87.65062983	0	0	12.34936904	0	0	99.99999887	2019	3470	42	10.17.2019	24	44	11.03.1995	7	0.058	5	7	24	0.56	1.97	0.52	5	12	1.2	0.14	0.21	2.7	5	28	1.4	1	0.47	0.294301232	0.44	0.73	15.86956522	14.31372549	79	46	51	2		6.22	0.602559586	2	29.7192081	42.69909471	40.21709471		0.038	11	15.06849315	12	0.43	2.5	40	79.3	1.47	0.17	0.25	8.5	0	76	1.57	1.1	0.765286401	0.36	0.73	10.73529412	10.73529412	144	68	68	3	5.73	1.862087137	1	8.034265095	15.81422954	13.33222954
3471	1224-2-30	Insta Bukkaspelvatnet	60.15	6.393	1064	27659	046.4BB	Kvinnherad kommune	12	Hordaland	6	West (6+7)	West (6+7)	4-West	0.196449424	1.7454	11.25526666	Above	1063.846802	1134.041366	1266.510132	0	0	0	84.29774022	0	0	15.70225979	0	0	100	2019	3471	39	09.24.2019	55	44	10.31.1995	6.9	0.044	5	5	11	0.2	1.18	0.18	2	4.6	0.73	0.044	0.12	0.76	3	20	0.86	1	0.26	0.159535337	0.13	0.32	8.421052632	7.804878049	61	38	41	1		5.61	2.454708916	0	14.67480074	18.47238747	17.38438747		0.029	10	47.61904762	10	0.16	1.5	40		0.99	0.06	0.12	1.2	0	71	0.88	0.5	0.33467811	0.51	0.21	10	10	92	21	21	1	5.31	4.897788194	0	0	-0.122534878	-0.836534878
3472	1224-2-39	Tveitedalsvatnet	60.076	6.215	936	27045	046.2Z	Kvinnherad kommune	12	Hordaland	6	West (6+7)	West (6+7)	4-West	0.293622662	3.0181	9.728725412	Above	936.5408325	1171.958649	1407.275513	0	0	0	83.34590186	0	0	16.65409699	0	0	99.99999886	2019	3472	42	10.17.2019	41	44	10.31.1995	6.9	0.043	5	5	14	0.26	1.37	0.16	5	3.3	0.84	0.052	0.12	1	3	37	1.01	1	0.41	0.269362002	0.49	0.27	14.21052632	12.27272727	59	19	22	1		5.75	1.77827941	0	13.58114704	18.49945035	17.58145035		0.028	19	15.83333333	38	0.2	1.5	40	16	1.13	0.07	0.12	0.5	0	67	0.99	0.8	0.568103855	0.41	1.2	34.28571429	34.28571429	102	35	35	1	5.21	6.165950019	19	0	0.953330737	-3.126669263
3473	1224-3-12	Myrdalsvatnet	60.03505449	6.08293114	374	1494	045.4AB	Kvinnherad kommune	12	Hordaland	6	West (6+7)	West (6+7)	4-West	1.62955776	20.5748	7.920163308	Above	371.6095581	805.3452573	1450.105713	0	0	23.32084522	62.90965867	0.717653463	2.83179129	10.22005164	0	0	100.0000003	2019	3473	42	10.17.2019	46	44	10.31.1995	9.1	0.054	22	31	65	0.51	2.09	1.1	71	14	1.27	0.081	0.18	1.8	7	39	1.52	2	0.46	0.282171189	0.98	1.3	27.65957447	24.07407407	93	47	54	2		6.04	0.912010839	9	25.45743003	37.62742949	33.20742949		0.034	23	17.69230769	58	0.51	3.1	70	47.7	1.76	0.14	0.23	2.8	0	111	1.85	1.1	0.743540481	0.92	1.3	26.53061224	26.53061224	160	49	49	2	5.47	3.388441561	35	3.400778897	10.14931463	5.72931463
